scientific.name,common.name,iconic.taxon.name,observed.on,place.guess,latitude,longitude,positional.accuracy,user.login,user.id,captive.cultivated,url,image.url
Turdus migratorius,american robin,Aves,2022-09-11,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118498462,NA
Turdus migratorius,american robin,Aves,2022-09-10,NA,44.233752,-68.3198708,NA,NA,NA,NA,https://ebird.org/checklist/S118447788,NA
Turdus migratorius,american robin,Aves,2022-09-09,NA,44.3688395,-68.2719612,NA,NA,NA,NA,https://ebird.org/checklist/S118434756,NA
Turdus migratorius,american robin,Aves,2022-09-08,NA,44.3280825,-68.2593258,NA,NA,NA,NA,https://ebird.org/checklist/S118339654,NA
Turdus migratorius,american robin,Aves,2022-09-08,NA,44.3481336,-68.2717656,NA,NA,NA,NA,https://ebird.org/checklist/S118359071,NA
Turdus migratorius,american robin,Aves,2022-09-08,NA,44.3210234,-68.2540226,NA,NA,NA,NA,https://ebird.org/checklist/S118321900,NA
Colaptes auratus,northern flicker,Aves,2022-09-12,NA,44.3534831,-68.2260418,NA,NA,NA,NA,https://ebird.org/checklist/S118557302,NA
Colaptes auratus,northern flicker,Aves,2022-09-12,NA,44.3656489,-68.2081032,NA,NA,NA,NA,https://ebird.org/checklist/S118559570,NA
Colaptes auratus,northern flicker,Aves,2022-09-11,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118498462,NA
Colaptes auratus,northern flicker,Aves,2022-09-10,NA,44.233752,-68.3198708,NA,NA,NA,NA,https://ebird.org/checklist/S118461873,NA
Colaptes auratus,northern flicker,Aves,2022-09-10,NA,44.3023735,-68.3142483,NA,NA,NA,NA,https://ebird.org/checklist/S118559269,NA
Colaptes auratus,northern flicker,Aves,2022-09-09,NA,44.3319015,-68.186077,NA,NA,NA,NA,https://ebird.org/checklist/S118393530,NA
Colaptes auratus,northern flicker,Aves,2022-09-09,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118426539,NA
Colaptes auratus,northern flicker,Aves,2022-09-08,NA,44.3481336,-68.2717656,NA,NA,NA,NA,https://ebird.org/checklist/S118359071,NA
Colaptes auratus,northern flicker,Aves,2022-09-07,NA,44.3672499,-68.2112038,NA,NA,NA,NA,https://ebird.org/checklist/S118296845,NA
Colaptes auratus,northern flicker,Aves,2022-09-07,NA,44.366956,-68.076409,NA,NA,NA,NA,https://ebird.org/checklist/S118284639,NA
Leucophaeus atricilla,laughing gull,Aves,2022-09-11,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118532476,NA
Leucophaeus atricilla,laughing gull,Aves,2022-09-10,NA,44.233752,-68.3198708,NA,NA,NA,NA,https://ebird.org/checklist/S118461873,NA
Leucophaeus atricilla,laughing gull,Aves,2022-09-08,NA,44.2426166,-68.299427,NA,NA,NA,NA,https://ebird.org/checklist/S118324477,NA
Leucophaeus atricilla,laughing gull,Aves,2022-09-07,NA,44.3386398,-68.0454782,NA,NA,NA,NA,https://ebird.org/checklist/S118296701,NA
Leucophaeus atricilla,laughing gull,Aves,2022-09-07,NA,44.3227223,-68.201829,NA,NA,NA,NA,https://ebird.org/checklist/S118285824,NA
Leucophaeus atricilla,laughing gull,Aves,2022-09-06,NA,44.320651,-68.1887506,NA,NA,NA,NA,https://ebird.org/checklist/S118223859,NA
Dumetella carolinensis,gray catbird,Aves,2022-09-12,NA,44.3534831,-68.2260418,NA,NA,NA,NA,https://ebird.org/checklist/S118557302,NA
Dumetella carolinensis,gray catbird,Aves,2022-09-11,NA,44.3766313,-68.2511902,NA,NA,NA,NA,https://ebird.org/checklist/S118520221,NA
Dumetella carolinensis,gray catbird,Aves,2022-09-11,NA,44.3672499,-68.2112038,NA,NA,NA,NA,https://ebird.org/checklist/S118501519,NA
Dumetella carolinensis,gray catbird,Aves,2022-09-10,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118466042,NA
Dumetella carolinensis,gray catbird,Aves,2022-09-10,NA,44.3669684,-68.2070087,NA,NA,NA,NA,https://ebird.org/checklist/S118436239,NA
Dumetella carolinensis,gray catbird,Aves,2022-09-10,NA,44.36181,-68.2079691,NA,NA,NA,NA,https://ebird.org/checklist/S118450943,NA
Dumetella carolinensis,gray catbird,Aves,2022-09-09,NA,44.375481,-68.1922996,NA,NA,NA,NA,https://ebird.org/checklist/S118436259,NA
Dumetella carolinensis,gray catbird,Aves,2022-09-09,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118426539,NA
Dumetella carolinensis,gray catbird,Aves,2022-09-07,NA,44.3437783,-68.0510817,NA,NA,NA,NA,https://ebird.org/checklist/S118285948,NA
Dumetella carolinensis,gray catbird,Aves,2022-09-06,NA,44.3242409,-68.2499805,NA,NA,NA,NA,https://ebird.org/checklist/S118231506,NA
Dumetella carolinensis,gray catbird,Aves,2022-09-06,NA,44.3754377,-68.0752723,NA,NA,NA,NA,https://ebird.org/checklist/S118224770,NA
Dumetella carolinensis,gray catbird,Aves,2022-09-06,NA,44.3338535,-68.1804979,NA,NA,NA,NA,https://ebird.org/checklist/S118216867,NA
Larus marinus,great black-backed gull,Aves,2022-09-12,NA,44.3324746,-68.0603456,NA,NA,NA,NA,https://ebird.org/checklist/S118562426,NA
Larus marinus,great black-backed gull,Aves,2022-09-12,NA,44.3002228,-68.3505289,NA,NA,NA,NA,https://ebird.org/checklist/S118560737,NA
Larus marinus,great black-backed gull,Aves,2022-09-12,NA,44.3080944,-68.3550911,NA,NA,NA,NA,https://ebird.org/checklist/S118561619,NA
Larus marinus,great black-backed gull,Aves,2022-09-12,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118558486,NA
Larus marinus,great black-backed gull,Aves,2022-09-10,NA,44.233752,-68.3198708,NA,NA,NA,NA,https://ebird.org/checklist/S118461873,NA
Larus marinus,great black-backed gull,Aves,2022-09-10,NA,44.3242409,-68.2499805,NA,NA,NA,NA,https://ebird.org/checklist/S118455897,NA
Larus marinus,great black-backed gull,Aves,2022-09-09,NA,44.375481,-68.1922996,NA,NA,NA,NA,https://ebird.org/checklist/S118436259,NA
Larus marinus,great black-backed gull,Aves,2022-09-09,NA,44.302702,-68.202841,NA,NA,NA,NA,https://ebird.org/checklist/S118467328,NA
Larus marinus,great black-backed gull,Aves,2022-09-09,NA,44.3386398,-68.0454782,NA,NA,NA,NA,https://ebird.org/checklist/S118393122,NA
Larus marinus,great black-backed gull,Aves,2022-09-09,NA,44.3072668,-68.1901217,NA,NA,NA,NA,https://ebird.org/checklist/S118379908,NA
Larus marinus,great black-backed gull,Aves,2022-09-09,NA,44.320651,-68.1887506,NA,NA,NA,NA,https://ebird.org/checklist/S118380056,NA
Larus marinus,great black-backed gull,Aves,2022-09-08,NA,44.3231322,-68.1873536,NA,NA,NA,NA,https://ebird.org/checklist/S118349617,NA
Larus marinus,great black-backed gull,Aves,2022-09-08,NA,44.302136,-68.203222,NA,NA,NA,NA,https://ebird.org/checklist/S118331696,NA
Larus marinus,great black-backed gull,Aves,2022-09-07,NA,44.3207266,-68.1896245,NA,NA,NA,NA,https://ebird.org/checklist/S118324076,NA
Larus marinus,great black-backed gull,Aves,2022-09-05,NA,44.3766313,-68.2511902,NA,NA,NA,NA,https://ebird.org/checklist/S118179010,NA
Sayornis phoebe,eastern phoebe,Aves,2022-09-10,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118444220,NA
Sayornis phoebe,eastern phoebe,Aves,2022-09-08,NA,44.3672499,-68.2112038,NA,NA,NA,NA,https://ebird.org/checklist/S118346127,NA
Sayornis phoebe,eastern phoebe,Aves,2022-09-08,NA,44.3481336,-68.2717656,NA,NA,NA,NA,https://ebird.org/checklist/S118322997,NA
Geothlypis trichas,common yellowthroat,Aves,2022-09-12,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118562944,NA
Geothlypis trichas,common yellowthroat,Aves,2022-09-12,NA,44.314947,-68.3361143,NA,NA,NA,NA,https://ebird.org/checklist/S118558907,NA
Geothlypis trichas,common yellowthroat,Aves,2022-09-12,NA,44.3656489,-68.2081032,NA,NA,NA,NA,https://ebird.org/checklist/S118559570,NA
Geothlypis trichas,common yellowthroat,Aves,2022-09-11,NA,44.3672499,-68.2112038,NA,NA,NA,NA,https://ebird.org/checklist/S118501519,NA
Geothlypis trichas,common yellowthroat,Aves,2022-09-10,NA,44.3242409,-68.2499805,NA,NA,NA,NA,https://ebird.org/checklist/S118455897,NA
Geothlypis trichas,common yellowthroat,Aves,2022-09-10,NA,44.3863961,-68.2543874,NA,NA,NA,NA,https://ebird.org/checklist/S118440682,NA
Geothlypis trichas,common yellowthroat,Aves,2022-09-10,NA,44.36181,-68.2079691,NA,NA,NA,NA,https://ebird.org/checklist/S118450943,NA
Geothlypis trichas,common yellowthroat,Aves,2022-09-09,NA,44.3688395,-68.2719612,NA,NA,NA,NA,https://ebird.org/checklist/S118434756,NA
Geothlypis trichas,common yellowthroat,Aves,2022-09-09,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118379129,NA
Geothlypis trichas,common yellowthroat,Aves,2022-09-07,NA,44.3329687,-68.2666183,NA,NA,NA,NA,https://ebird.org/checklist/S118313838,NA
Geothlypis trichas,common yellowthroat,Aves,2022-09-06,NA,44.3338535,-68.1804979,NA,NA,NA,NA,https://ebird.org/checklist/S118216867,NA
Geothlypis trichas,common yellowthroat,Aves,2022-09-06,NA,44.3489122,-68.1854868,NA,NA,NA,NA,https://ebird.org/checklist/S118216939,NA
Vireo solitarius,blue-headed vireo,Aves,2022-09-09,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118426539,NA
Vireo solitarius,blue-headed vireo,Aves,2022-09-06,NA,44.3338535,-68.1804979,NA,NA,NA,NA,https://ebird.org/checklist/S118216867,NA
Bombycilla cedrorum,cedar waxwing,Aves,2022-09-12,NA,44.3534831,-68.2260418,NA,NA,NA,NA,https://ebird.org/checklist/S118557302,NA
Bombycilla cedrorum,cedar waxwing,Aves,2022-09-11,NA,44.3775634,-68.2286766,NA,NA,NA,NA,https://ebird.org/checklist/S118533888,NA
Bombycilla cedrorum,cedar waxwing,Aves,2022-09-11,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118505143,NA
Bombycilla cedrorum,cedar waxwing,Aves,2022-09-11,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118498462,NA
Bombycilla cedrorum,cedar waxwing,Aves,2022-09-10,NA,44.3672499,-68.2112038,NA,NA,NA,NA,https://ebird.org/checklist/S118460505,NA
Bombycilla cedrorum,cedar waxwing,Aves,2022-09-09,NA,44.3386398,-68.0454782,NA,NA,NA,NA,https://ebird.org/checklist/S118393122,NA
Bombycilla cedrorum,cedar waxwing,Aves,2022-09-09,NA,44.320651,-68.1887506,NA,NA,NA,NA,https://ebird.org/checklist/S118379895,NA
Bombycilla cedrorum,cedar waxwing,Aves,2022-09-08,NA,44.3231322,-68.1873536,NA,NA,NA,NA,https://ebird.org/checklist/S118351022,NA
Bombycilla cedrorum,cedar waxwing,Aves,2022-09-08,NA,44.3280825,-68.2593258,NA,NA,NA,NA,https://ebird.org/checklist/S118339654,NA
Bombycilla cedrorum,cedar waxwing,Aves,2022-09-08,NA,44.3242409,-68.2499805,NA,NA,NA,NA,https://ebird.org/checklist/S118378541,NA
Bombycilla cedrorum,cedar waxwing,Aves,2022-09-07,NA,44.3437783,-68.0510817,NA,NA,NA,NA,https://ebird.org/checklist/S118285948,NA
Bombycilla cedrorum,cedar waxwing,Aves,2022-09-07,NA,44.3324746,-68.0603456,NA,NA,NA,NA,https://ebird.org/checklist/S118261740,NA
Bombycilla cedrorum,cedar waxwing,Aves,2022-09-06,NA,44.3754377,-68.0752723,NA,NA,NA,NA,https://ebird.org/checklist/S118224770,NA
Bombycilla cedrorum,cedar waxwing,Aves,2022-09-06,NA,44.3338535,-68.1804979,NA,NA,NA,NA,https://ebird.org/checklist/S118216867,NA
Dryobates pubescens,downy woodpecker,Aves,2022-09-12,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118562944,NA
Dryobates pubescens,downy woodpecker,Aves,2022-09-12,NA,44.3080944,-68.3550911,NA,NA,NA,NA,https://ebird.org/checklist/S118561619,NA
Dryobates pubescens,downy woodpecker,Aves,2022-09-12,NA,44.3068379,-68.3367205,NA,NA,NA,NA,https://ebird.org/checklist/S118559715,NA
Dryobates pubescens,downy woodpecker,Aves,2022-09-12,NA,44.314947,-68.3361143,NA,NA,NA,NA,https://ebird.org/checklist/S118558907,NA
Dryobates pubescens,downy woodpecker,Aves,2022-09-12,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118558486,NA
Dryobates pubescens,downy woodpecker,Aves,2022-09-12,NA,44.3656489,-68.2081032,NA,NA,NA,NA,https://ebird.org/checklist/S118559570,NA
Dryobates pubescens,downy woodpecker,Aves,2022-09-11,NA,44.2959643,-68.2408261,NA,NA,NA,NA,https://ebird.org/checklist/S118524480,NA
Dryobates pubescens,downy woodpecker,Aves,2022-09-11,NA,44.3672499,-68.2112038,NA,NA,NA,NA,https://ebird.org/checklist/S118501519,NA
Dryobates pubescens,downy woodpecker,Aves,2022-09-10,NA,44.3669684,-68.2070087,NA,NA,NA,NA,https://ebird.org/checklist/S118436239,NA
Dryobates pubescens,downy woodpecker,Aves,2022-09-10,NA,44.3863961,-68.2543874,NA,NA,NA,NA,https://ebird.org/checklist/S118440682,NA
Dryobates pubescens,downy woodpecker,Aves,2022-09-10,NA,44.36181,-68.2079691,NA,NA,NA,NA,https://ebird.org/checklist/S118450943,NA
Dryobates pubescens,downy woodpecker,Aves,2022-09-09,NA,44.3500922,-68.0540156,NA,NA,NA,NA,https://ebird.org/checklist/S118393161,NA
Dryobates pubescens,downy woodpecker,Aves,2022-09-09,NA,44.3072668,-68.1901217,NA,NA,NA,NA,https://ebird.org/checklist/S118467358,NA
Dryobates pubescens,downy woodpecker,Aves,2022-09-09,NA,44.3688395,-68.2719612,NA,NA,NA,NA,https://ebird.org/checklist/S118434756,NA
Dryobates pubescens,downy woodpecker,Aves,2022-09-08,NA,44.4084752,-68.2463949,NA,NA,NA,NA,https://ebird.org/checklist/S118350994,NA
Dryobates pubescens,downy woodpecker,Aves,2022-09-08,NA,44.3481336,-68.2717656,NA,NA,NA,NA,https://ebird.org/checklist/S118359071,NA
Dryobates pubescens,downy woodpecker,Aves,2022-09-08,NA,44.3242409,-68.2499805,NA,NA,NA,NA,https://ebird.org/checklist/S118378541,NA
Dryobates pubescens,downy woodpecker,Aves,2022-09-07,NA,44.3437783,-68.0510817,NA,NA,NA,NA,https://ebird.org/checklist/S118285948,NA
Dryobates pubescens,downy woodpecker,Aves,2022-09-07,NA,44.3329687,-68.2666183,NA,NA,NA,NA,https://ebird.org/checklist/S118313838,NA
Dryobates pubescens,downy woodpecker,Aves,2022-09-06,NA,44.3023735,-68.3142483,NA,NA,NA,NA,https://ebird.org/checklist/S118228066,NA
Dryobates pubescens,downy woodpecker,Aves,2022-09-06,NA,44.3338535,-68.1804979,NA,NA,NA,NA,https://ebird.org/checklist/S118216867,NA
Junco hyemalis,dark-eyed junco,Aves,2022-09-12,NA,44.3534831,-68.2260418,NA,NA,NA,NA,https://ebird.org/checklist/S118557302,NA
Junco hyemalis,dark-eyed junco,Aves,2022-09-11,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118505143,NA
Junco hyemalis,dark-eyed junco,Aves,2022-09-10,NA,44.233752,-68.3198708,NA,NA,NA,NA,https://ebird.org/checklist/S118461873,NA
Junco hyemalis,dark-eyed junco,Aves,2022-09-09,NA,44.3242409,-68.2499805,NA,NA,NA,NA,https://ebird.org/checklist/S118404570,NA
Junco hyemalis,dark-eyed junco,Aves,2022-09-09,NA,44.3500922,-68.0540156,NA,NA,NA,NA,https://ebird.org/checklist/S118393161,NA
Junco hyemalis,dark-eyed junco,Aves,2022-09-09,NA,44.3072668,-68.1901217,NA,NA,NA,NA,https://ebird.org/checklist/S118379908,NA
Junco hyemalis,dark-eyed junco,Aves,2022-09-08,NA,44.3280825,-68.2593258,NA,NA,NA,NA,https://ebird.org/checklist/S118339654,NA
Junco hyemalis,dark-eyed junco,Aves,2022-09-08,NA,44.3481336,-68.2717656,NA,NA,NA,NA,https://ebird.org/checklist/S118359071,NA
Junco hyemalis,dark-eyed junco,Aves,2022-09-07,NA,44.3207266,-68.1896245,NA,NA,NA,NA,https://ebird.org/checklist/S118324076,NA
Junco hyemalis,dark-eyed junco,Aves,2022-09-07,NA,44.3437783,-68.0510817,NA,NA,NA,NA,https://ebird.org/checklist/S118285948,NA
Junco hyemalis,dark-eyed junco,Aves,2022-09-07,NA,44.3329687,-68.2666183,NA,NA,NA,NA,https://ebird.org/checklist/S118313838,NA
Junco hyemalis,dark-eyed junco,Aves,2022-09-06,NA,44.3754377,-68.0752723,NA,NA,NA,NA,https://ebird.org/checklist/S118224770,NA
Junco hyemalis,dark-eyed junco,Aves,2022-09-06,NA,44.320651,-68.1887506,NA,NA,NA,NA,https://ebird.org/checklist/S118223859,NA
Dryobates villosus,hairy woodpecker,Aves,2022-09-12,NA,44.314947,-68.3361143,NA,NA,NA,NA,https://ebird.org/checklist/S118558907,NA
Dryobates villosus,hairy woodpecker,Aves,2022-09-12,NA,44.3656489,-68.2081032,NA,NA,NA,NA,https://ebird.org/checklist/S118559570,NA
Dryobates villosus,hairy woodpecker,Aves,2022-09-10,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118466042,NA
Dryobates villosus,hairy woodpecker,Aves,2022-09-10,NA,44.233752,-68.3198708,NA,NA,NA,NA,https://ebird.org/checklist/S118447788,NA
Dryobates villosus,hairy woodpecker,Aves,2022-09-10,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118436863,NA
Dryobates villosus,hairy woodpecker,Aves,2022-09-10,NA,44.36181,-68.2079691,NA,NA,NA,NA,https://ebird.org/checklist/S118450943,NA
Dryobates villosus,hairy woodpecker,Aves,2022-09-08,NA,44.3672499,-68.2112038,NA,NA,NA,NA,https://ebird.org/checklist/S118338448,NA
Dryobates villosus,hairy woodpecker,Aves,2022-09-08,NA,44.3481336,-68.2717656,NA,NA,NA,NA,https://ebird.org/checklist/S118359071,NA
Dryobates villosus,hairy woodpecker,Aves,2022-09-08,NA,44.3210234,-68.2540226,NA,NA,NA,NA,https://ebird.org/checklist/S118321900,NA
Dryobates villosus,hairy woodpecker,Aves,2022-09-08,NA,44.3242409,-68.2499805,NA,NA,NA,NA,https://ebird.org/checklist/S118318843,NA
Dryobates villosus,hairy woodpecker,Aves,2022-09-07,NA,44.366956,-68.076409,NA,NA,NA,NA,https://ebird.org/checklist/S118284639,NA
Anas rubripes,american black duck,Aves,2022-09-12,NA,44.3023735,-68.3142483,NA,NA,NA,NA,https://ebird.org/checklist/S118566697,NA
Anas rubripes,american black duck,Aves,2022-09-12,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118562944,NA
Anas rubripes,american black duck,Aves,2022-09-12,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118558486,NA
Anas rubripes,american black duck,Aves,2022-09-10,NA,44.233752,-68.3198708,NA,NA,NA,NA,https://ebird.org/checklist/S118461873,NA
Anas rubripes,american black duck,Aves,2022-09-09,NA,44.3688395,-68.2719612,NA,NA,NA,NA,https://ebird.org/checklist/S118402746,NA
Anas rubripes,american black duck,Aves,2022-09-06,NA,44.3534984,-68.1846714,NA,NA,NA,NA,https://ebird.org/checklist/S118217008,NA
Catharus guttatus,hermit thrush,Aves,2022-09-12,NA,44.3023735,-68.3142483,NA,NA,NA,NA,https://ebird.org/checklist/S118566697,NA
Catharus guttatus,hermit thrush,Aves,2022-09-12,NA,44.3080944,-68.3550911,NA,NA,NA,NA,https://ebird.org/checklist/S118561619,NA
Catharus guttatus,hermit thrush,Aves,2022-09-12,NA,44.3068379,-68.3367205,NA,NA,NA,NA,https://ebird.org/checklist/S118559715,NA
Catharus guttatus,hermit thrush,Aves,2022-09-10,NA,44.233752,-68.3198708,NA,NA,NA,NA,https://ebird.org/checklist/S118447788,NA
Catharus guttatus,hermit thrush,Aves,2022-09-10,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118444220,NA
Catharus guttatus,hermit thrush,Aves,2022-09-09,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118379129,NA
Catharus guttatus,hermit thrush,Aves,2022-09-08,NA,44.3534831,-68.2260418,NA,NA,NA,NA,https://ebird.org/checklist/S118345489,NA
Catharus guttatus,hermit thrush,Aves,2022-09-08,NA,44.3280825,-68.2593258,NA,NA,NA,NA,https://ebird.org/checklist/S118339654,NA
Melanitta deglandi,white-winged scoter,Aves,2022-09-08,NA,44.3072668,-68.1901217,NA,NA,NA,NA,https://ebird.org/checklist/S118330605,NA
Setophaga palmarum,palm warbler,Aves,2022-09-12,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118567636,NA
Setophaga palmarum,palm warbler,Aves,2022-09-10,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118444220,NA
Setophaga palmarum,palm warbler,Aves,2022-09-07,NA,44.366956,-68.076409,NA,NA,NA,NA,https://ebird.org/checklist/S118284639,NA
Setophaga petechia,yellow warbler,Aves,2022-09-12,NA,44.314947,-68.3361143,NA,NA,NA,NA,https://ebird.org/checklist/S118558907,NA
Setophaga petechia,yellow warbler,Aves,2022-09-07,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118268280,NA
Mniotilta varia,black-and-white warbler,Aves,2022-09-12,NA,44.3534831,-68.2260418,NA,NA,NA,NA,https://ebird.org/checklist/S118557302,NA
Mniotilta varia,black-and-white warbler,Aves,2022-09-12,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118558486,NA
Mniotilta varia,black-and-white warbler,Aves,2022-09-12,NA,44.3656489,-68.2081032,NA,NA,NA,NA,https://ebird.org/checklist/S118559570,NA
Mniotilta varia,black-and-white warbler,Aves,2022-09-11,NA,44.3672499,-68.2112038,NA,NA,NA,NA,https://ebird.org/checklist/S118501519,NA
Mniotilta varia,black-and-white warbler,Aves,2022-09-10,NA,44.4267926,-68.3651733,NA,NA,NA,NA,https://ebird.org/checklist/S118456564,NA
Mniotilta varia,black-and-white warbler,Aves,2022-09-10,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118444220,NA
Mniotilta varia,black-and-white warbler,Aves,2022-09-09,NA,44.36181,-68.2079691,NA,NA,NA,NA,https://ebird.org/checklist/S118434691,NA
Mniotilta varia,black-and-white warbler,Aves,2022-09-08,NA,44.3280825,-68.2593258,NA,NA,NA,NA,https://ebird.org/checklist/S118339654,NA
Mniotilta varia,black-and-white warbler,Aves,2022-09-07,NA,44.3510205,-68.1898588,NA,NA,NA,NA,https://ebird.org/checklist/S118282873,NA
Mniotilta varia,black-and-white warbler,Aves,2022-09-07,NA,44.3242409,-68.2499805,NA,NA,NA,NA,https://ebird.org/checklist/S118265587,NA
Mniotilta varia,black-and-white warbler,Aves,2022-09-06,NA,44.3023735,-68.3142483,NA,NA,NA,NA,https://ebird.org/checklist/S118228066,NA
Mniotilta varia,black-and-white warbler,Aves,2022-09-06,NA,44.3338535,-68.1804979,NA,NA,NA,NA,https://ebird.org/checklist/S118216867,NA
Corvus corax,common raven,Aves,2022-09-12,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118562944,NA
Corvus corax,common raven,Aves,2022-09-12,NA,44.3403019,-68.0582428,NA,NA,NA,NA,https://ebird.org/checklist/S118560604,NA
Corvus corax,common raven,Aves,2022-09-11,NA,44.3534831,-68.2260418,NA,NA,NA,NA,https://ebird.org/checklist/S118518682,NA
Corvus corax,common raven,Aves,2022-09-10,NA,44.3669684,-68.2070087,NA,NA,NA,NA,https://ebird.org/checklist/S118436239,NA
Corvus corax,common raven,Aves,2022-09-09,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118379129,NA
Corvus corax,common raven,Aves,2022-09-08,NA,44.3231322,-68.1873536,NA,NA,NA,NA,https://ebird.org/checklist/S118349617,NA
Corvus corax,common raven,Aves,2022-09-08,NA,44.3481336,-68.2717656,NA,NA,NA,NA,https://ebird.org/checklist/S118359071,NA
Corvus corax,common raven,Aves,2022-09-07,NA,44.3329687,-68.2666183,NA,NA,NA,NA,https://ebird.org/checklist/S118313838,NA
Corvus corax,common raven,Aves,2022-09-06,NA,44.3754377,-68.0752723,NA,NA,NA,NA,https://ebird.org/checklist/S118224770,NA
Spinus tristis,american goldfinch,Aves,2022-09-12,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118562944,NA
Spinus tristis,american goldfinch,Aves,2022-09-12,NA,44.314947,-68.3361143,NA,NA,NA,NA,https://ebird.org/checklist/S118558895,NA
Spinus tristis,american goldfinch,Aves,2022-09-12,NA,44.3534831,-68.2260418,NA,NA,NA,NA,https://ebird.org/checklist/S118557302,NA
Spinus tristis,american goldfinch,Aves,2022-09-12,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118558486,NA
Spinus tristis,american goldfinch,Aves,2022-09-12,NA,44.3656489,-68.2081032,NA,NA,NA,NA,https://ebird.org/checklist/S118559570,NA
Spinus tristis,american goldfinch,Aves,2022-09-10,NA,44.3023735,-68.3142483,NA,NA,NA,NA,https://ebird.org/checklist/S118559269,NA
Spinus tristis,american goldfinch,Aves,2022-09-10,NA,44.3669684,-68.2070087,NA,NA,NA,NA,https://ebird.org/checklist/S118436239,NA
Spinus tristis,american goldfinch,Aves,2022-09-10,NA,44.36181,-68.2079691,NA,NA,NA,NA,https://ebird.org/checklist/S118450943,NA
Spinus tristis,american goldfinch,Aves,2022-09-09,NA,44.375481,-68.1922996,NA,NA,NA,NA,https://ebird.org/checklist/S118436259,NA
Spinus tristis,american goldfinch,Aves,2022-09-09,NA,44.3688395,-68.2719612,NA,NA,NA,NA,https://ebird.org/checklist/S118434756,NA
Spinus tristis,american goldfinch,Aves,2022-09-08,NA,44.320651,-68.1887506,NA,NA,NA,NA,https://ebird.org/checklist/S118344111,NA
Spinus tristis,american goldfinch,Aves,2022-09-08,NA,44.3672499,-68.2112038,NA,NA,NA,NA,https://ebird.org/checklist/S118338448,NA
Spinus tristis,american goldfinch,Aves,2022-09-08,NA,44.3481336,-68.2717656,NA,NA,NA,NA,https://ebird.org/checklist/S118359071,NA
Spinus tristis,american goldfinch,Aves,2022-09-07,NA,44.3329687,-68.2666183,NA,NA,NA,NA,https://ebird.org/checklist/S118313838,NA
Spinus tristis,american goldfinch,Aves,2022-09-06,NA,44.3985285,-68.2063437,NA,NA,NA,NA,https://ebird.org/checklist/S118243942,NA
Zenaida macroura,mourning dove,Aves,2022-09-11,NA,44.3727785,-68.3024955,NA,NA,NA,NA,https://ebird.org/checklist/S118498462,NA
Zenaida macroura,mourning dove,Aves,2022-09-10,NA,44.2316668,-68.3256161,NA,NA,NA,NA,https://ebird.org/checklist/S118451396,NA
Zenaida macroura,mourning dove,Aves,2022-09-08,NA,44.3280825,-68.2593258,NA,NA,NA,NA,https://ebird.org/checklist/S118339654,NA
